sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: saikumbh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 ||
Username: SGugulot | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.190 | Public IP: 106.208.47.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:39 IST Mon Jun 8 2020 | Duration: 7h:10m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 272860540 | Bytes Rx: 150802267 | IP Addr: 10.149.232.190 | Public IP: 106.208.47.122 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:20:39 IST Mon Jun 8 2020 | Duration: 7h:10m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 272860540 | Bytes Rx: 150802267 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138578 | Audit Session ID: 0a95072a21d520005edda77f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138578 | Audit Session ID: 0a95072a21d520005edda77f | Security Group Tag: none | EasyVPN: 0 ||
Username: shyv | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.59 | Public IP: 112.133.236.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:59 IST Mon Jun 8 2020 | Duration: 7h:06m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 315100671 | Bytes Rx: 66110392 | IP Addr: 10.149.232.59 | Public IP: 112.133.236.9 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:24:59 IST Mon Jun 8 2020 | Duration: 7h:06m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 315100671 | Bytes Rx: 66110392 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138584 | Audit Session ID: 0a95072a21d580005edda883 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138584 | Audit Session ID: 0a95072a21d580005edda883 | Security Group Tag: none | EasyVPN: 0 ||
Username: suresh.nasina | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.63 | Public IP: 49.204.177.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:45 IST Mon Jun 8 2020 | Duration: 7h:05m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 603981324 | Bytes Rx: 150046486 | IP Addr: 10.149.232.63 | Public IP: 49.204.177.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:25:45 IST Mon Jun 8 2020 | Duration: 7h:05m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 603981324 | Bytes Rx: 150046486 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138586 | Audit Session ID: 0a95072a21d5a0005edda8b1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138586 | Audit Session ID: 0a95072a21d5a0005edda8b1 | Security Group Tag: none | EasyVPN: 0 ||
Username: noorullah.n | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.219 | Public IP: 157.51.108.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:37:01 IST Mon Jun 8 2020 | Duration: 6h:54m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 193020194 | Bytes Rx: 83187048 | IP Addr: 10.149.233.219 | Public IP: 157.51.108.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:37:01 IST Mon Jun 8 2020 | Duration: 6h:54m:10s | Inactivity:  0h:00m:00s | Bytes Tx: 193020194 | Bytes Rx: 83187048 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138593 | Audit Session ID: 0a95072a21d610005eddab55 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138593 | Audit Session ID: 0a95072a21d610005eddab55 | Security Group Tag: none | EasyVPN: 0 ||
Username: bharathp | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.64 | Public IP: 49.207.136.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:29 IST Mon Jun 8 2020 | Duration: 6h:34m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 218962414 | Bytes Rx: 312626923 | IP Addr: 10.149.232.64 | Public IP: 49.207.136.233 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:56:29 IST Mon Jun 8 2020 | Duration: 6h:34m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 218962414 | Bytes Rx: 312626923 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138605 | Audit Session ID: 0a95072a21d6d0005eddafe5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138605 | Audit Session ID: 0a95072a21d6d0005eddafe5 | Security Group Tag: none | EasyVPN: 0 ||
Username: bsudalai | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.66 | Public IP: 157.46.52.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:51 IST Mon Jun 8 2020 | Duration: 6h:33m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 324501551 | Bytes Rx: 74300234 | IP Addr: 10.149.232.66 | Public IP: 157.46.52.145 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 08:57:51 IST Mon Jun 8 2020 | Duration: 6h:33m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 324501551 | Bytes Rx: 74300234 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138606 | Audit Session ID: 0a95072a21d6e0005eddb037 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138606 | Audit Session ID: 0a95072a21d6e0005eddb037 | Security Group Tag: none | EasyVPN: 0 ||
Username: AThallap | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.72 | Public IP: 117.98.208.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:35 IST Mon Jun 8 2020 | Duration: 6h:30m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1573244330 | Bytes Rx: 772611664 | IP Addr: 10.149.232.72 | Public IP: 117.98.208.146 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:00:35 IST Mon Jun 8 2020 | Duration: 6h:30m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 1573244330 | Bytes Rx: 772611664 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138612 | Audit Session ID: 0a95072a21d740005eddb0db | Security Group Tag: none | EasyVPN: 0 |Session ID: 138612 | Audit Session ID: 0a95072a21d740005eddb0db | Security Group Tag: none | EasyVPN: 0 ||
Username: s.hariharan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.74 | Public IP: 49.37.204.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:20 IST Mon Jun 8 2020 | Duration: 6h:29m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 932644416 | Bytes Rx: 851884818 | IP Addr: 10.149.232.74 | Public IP: 49.37.204.53 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:20 IST Mon Jun 8 2020 | Duration: 6h:29m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 932644416 | Bytes Rx: 851884818 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138618 | Audit Session ID: 0a95072a21d7a0005eddb108 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138618 | Audit Session ID: 0a95072a21d7a0005eddb108 | Security Group Tag: none | EasyVPN: 0 ||
Username: MahalRam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.79 | Public IP: 106.198.87.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:51 IST Mon Jun 8 2020 | Duration: 6h:29m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 339190624 | Bytes Rx: 355455438 | IP Addr: 10.149.232.79 | Public IP: 106.198.87.127 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:01:51 IST Mon Jun 8 2020 | Duration: 6h:29m:20s | Inactivity:  0h:00m:00s | Bytes Tx: 339190624 | Bytes Rx: 355455438 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138622 | Audit Session ID: 0a95072a21d7e0005eddb127 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138622 | Audit Session ID: 0a95072a21d7e0005eddb127 | Security Group Tag: none | EasyVPN: 0 ||
Username: gopalkri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.207 | Public IP: 49.207.141.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:16 IST Mon Jun 8 2020 | Duration: 6h:28m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 2240997879 | Bytes Rx: 288122368 | IP Addr: 10.149.232.207 | Public IP: 49.207.141.48 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:16 IST Mon Jun 8 2020 | Duration: 6h:28m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 2240997879 | Bytes Rx: 288122368 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138624 | Audit Session ID: 0a95072a21d800005eddb140 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138624 | Audit Session ID: 0a95072a21d800005eddb140 | Security Group Tag: none | EasyVPN: 0 ||
Username: MuskanK | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.149.233.222 | Public IP: 47.9.219.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:36 IST Mon Jun 8 2020 | Duration: 6h:28m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 210660345 | Bytes Rx: 90926118 | IP Addr: 10.149.233.222 | Public IP: 47.9.219.206 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:02:36 IST Mon Jun 8 2020 | Duration: 6h:28m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 210660345 | Bytes Rx: 90926118 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138628 | Audit Session ID: 0a95072a21d840005eddb154 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138628 | Audit Session ID: 0a95072a21d840005eddb154 | Security Group Tag: none | EasyVPN: 0 ||
Username: shravkam | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.218 | Public IP: 157.48.17.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:12 IST Mon Jun 8 2020 | Duration: 6h:27m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 950907466 | Bytes Rx: 359185498 | IP Addr: 10.149.233.218 | Public IP: 157.48.17.169 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:12 IST Mon Jun 8 2020 | Duration: 6h:27m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 950907466 | Bytes Rx: 359185498 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138629 | Audit Session ID: 0a95072a21d850005eddb178 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138629 | Audit Session ID: 0a95072a21d850005eddb178 | Security Group Tag: none | EasyVPN: 0 ||
Username: nagaraj.k | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.226 | Public IP: 103.98.63.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:54 IST Mon Jun 8 2020 | Duration: 6h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 725621407 | Bytes Rx: 713040053 | IP Addr: 10.149.233.226 | Public IP: 103.98.63.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:03:54 IST Mon Jun 8 2020 | Duration: 6h:27m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 725621407 | Bytes Rx: 713040053 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138631 | Audit Session ID: 0a95072a21d870005eddb1a2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138631 | Audit Session ID: 0a95072a21d870005eddb1a2 | Security Group Tag: none | EasyVPN: 0 ||
Username: chkumari | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.229 | Public IP: 157.38.148.1 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:04:16 IST Mon Jun 8 2020 | Duration: 6h:26m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 252339055 | Bytes Rx: 1306062247 | IP Addr: 10.149.233.229 | Public IP: 157.38.148.1 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 09:04:16 IST Mon Jun 8 2020 | Duration: 6h:26m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 252339055 | Bytes Rx: 1306062247 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138633 | Audit Session ID: 0a95072a21d890005eddb1b8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138633 | Audit Session ID: 0a95072a21d890005eddb1b8 | Security Group Tag: none | EasyVPN: 0 ||
Username: uvenkate | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.231 | Public IP: 157.49.215.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:26 IST Mon Jun 8 2020 | Duration: 6h:26m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 541195051 | Bytes Rx: 110629143 | IP Addr: 10.149.233.231 | Public IP: 157.49.215.70 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:04:26 IST Mon Jun 8 2020 | Duration: 6h:26m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 541195051 | Bytes Rx: 110629143 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138635 | Audit Session ID: 0a95072a21d8b0005eddb1c2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138635 | Audit Session ID: 0a95072a21d8b0005eddb1c2 | Security Group Tag: none | EasyVPN: 0 ||
Username: faizal.karim | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.237 | Public IP: 182.69.206.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:07 IST Mon Jun 8 2020 | Duration: 6h:20m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 655127825 | Bytes Rx: 307856025 | IP Addr: 10.149.233.237 | Public IP: 182.69.206.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:11:07 IST Mon Jun 8 2020 | Duration: 6h:20m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 655127825 | Bytes Rx: 307856025 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138644 | Audit Session ID: 0a95072a21d940005eddb353 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138644 | Audit Session ID: 0a95072a21d940005eddb353 | Security Group Tag: none | EasyVPN: 0 ||
Username: yadagiri.l | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.240 | Public IP: 27.5.183.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:07 IST Mon Jun 8 2020 | Duration: 6h:19m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 413849121 | Bytes Rx: 107203492 | IP Addr: 10.149.233.240 | Public IP: 27.5.183.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:07 IST Mon Jun 8 2020 | Duration: 6h:19m:04s | Inactivity:  0h:00m:00s | Bytes Tx: 413849121 | Bytes Rx: 107203492 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138648 | Audit Session ID: 0a95072a21d980005eddb38f | Security Group Tag: none | EasyVPN: 0 |Session ID: 138648 | Audit Session ID: 0a95072a21d980005eddb38f | Security Group Tag: none | EasyVPN: 0 ||
Username: jsakkara | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.241 | Public IP: 106.198.84.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:09 IST Mon Jun 8 2020 | Duration: 6h:19m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 237562448 | Bytes Rx: 52955930 | IP Addr: 10.149.233.241 | Public IP: 106.198.84.20 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:09 IST Mon Jun 8 2020 | Duration: 6h:19m:02s | Inactivity:  0h:00m:00s | Bytes Tx: 237562448 | Bytes Rx: 52955930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138649 | Audit Session ID: 0a95072a21d990005eddb391 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138649 | Audit Session ID: 0a95072a21d990005eddb391 | Security Group Tag: none | EasyVPN: 0 ||
Username: aksjawah | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.244 | Public IP: 157.50.106.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:22 IST Mon Jun 8 2020 | Duration: 6h:18m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 3084162779 | Bytes Rx: 148650602 | IP Addr: 10.149.233.244 | Public IP: 157.50.106.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:12:22 IST Mon Jun 8 2020 | Duration: 6h:18m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 3084162779 | Bytes Rx: 148650602 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138653 | Audit Session ID: 0a95072a21d9d0005eddb39e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138653 | Audit Session ID: 0a95072a21d9d0005eddb39e | Security Group Tag: none | EasyVPN: 0 ||
Username: VThatiko | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.250 | Public IP: 49.204.184.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:14:16 IST Mon Jun 8 2020 | Duration: 6h:16m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 520067761 | Bytes Rx: 462235879 | IP Addr: 10.149.233.250 | Public IP: 49.204.184.10 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 09:14:16 IST Mon Jun 8 2020 | Duration: 6h:16m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 520067761 | Bytes Rx: 462235879 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138662 | Audit Session ID: 0a95072a21da60005eddb410 | Security Group Tag: none | EasyVPN: 0 |Session ID: 138662 | Audit Session ID: 0a95072a21da60005eddb410 | Security Group Tag: none | EasyVPN: 0 ||
